0.27749999999999997,FMNH 2002
0.27749999999999997,USNM 764750
0.27749999999999997,EOLID:4564052
0.27749999999999997,USNM 46962
0.27749999999999997,EOLID:1178993
0.27749999999999997,AMNH 46599
0.27749999999999997,IOWA 65
0.27749999999999997,AMNH LIBRARY 100122650
0.27749999999999997,USNM 311191
0.27749999999999997,USNM 5690
0.27749999999999997,FMNH UP 2054
0.27749999999999997,EOLID:10719302
0.27749999999999997,EOLID:11015726
0.27749999999999997,USNM 4720
0.27749999999999997,USNM 2672
0.27749999999999997,EOLID:4633193
0.27749999999999997,EOLID:4531374
0.27749999999999997,EOLID:83002
0.27749999999999997,EOLID:323945
0.27749999999999997,ALECTO tUollOt 01110
0.27749999999999997,USNM 122206
0.27749999999999997,EOLID:78009
0.27749999999999997,EOLID:209351
0.27749999999999997,EOLID:11107102
0.27749999999999997,EOLID:8827463
0.27749999999999997,USNM 579875
0.27749999999999997,FMNH 47398
0.27749999999999997,EOLID:19871
0.27749999999999997,XIX ..
0.27749999999999997,MSNG 19632
0.27749999999999997,EOLID:18543788
0.27749999999999997,JNESTOR ES 5
0.27749999999999997,EOLID:3088781
0.27749999999999997,EOLID:35433
0.27749999999999997,PERCIS PUNCTATA 2
0.27749999999999997,IVPP V 12615
0.27749999999999997,USNM 760617
0.27749999999999997,EOLID:25439
0.27749999999999997,EOLID:11076798
0.27749999999999997,TOLL 3
0.27749999999999997,LACM 17712
0.27749999999999997,EOLID:101723
0.27749999999999997,FMNH 23970
0.27749999999999997,FMNH PE 60440
0.27749999999999997,USNM PAL 57721
0.27749999999999997,EOLID:11112247
0.27749999999999997,EOLID:16482
0.27749999999999997,EOLID:456350
0.27749999999999997,EOLID:9113052
0.27749999999999997,AFRICAN ANTHURIDEA 183
0.27749999999999997,EOLID:29567
0.27749999999999997,EOLID:216876
0.27749999999999997,EOLID:918590
0.27749999999999997,EOLID:104845
0.27749999999999997,MIDDLE EAST 123
0.27749999999999997,EOLID:4813168
0.27749999999999997,MCZ 1000133
0.27749999999999997,EOLID:28495
0.27749999999999997,MCZ 257176
0.27749999999999997,AMNH 666
0.27749999999999997,GOBIUS OHNATUS 2
0.27749999999999997,AMNH 1713
0.27749999999999997,AMNH 5238
0.27749999999999997,AMNH 4557
0.27749999999999997,EOLID:48706
0.27749999999999997,AMNH 59927
0.27749999999999997,BUDORCAS TAXICOLOR .
0.27749999999999997,USNM 764706
0.27749999999999997,EOLID:74142
0.27749999999999997,EOLID:41549
0.27749999999999997,USNM PAL 136439
0.27749999999999997,AMNH 248081
0.27749999999999997,EOLID:25457
0.27749999999999997,XXX 111
0.27749999999999997,AMNH LIBRARY 00115433
0.27749999999999997,SAVALA 5
0.27749999999999997,AMNH 5404
0.27749999999999997,TPWS .
0.27749999999999997,EOLID:225984
0.27749999999999997,USNM 1000158
0.27749999999999997,FMNH PR 2597
0.27749999999999997,USNM 7484
0.27749999999999997,EOLID:11034560
0.27749999999999997,EOLID:20168
0.27749999999999997,EOLID:36168
0.27749999999999997,MCZ 8893
0.27749999999999997,MOR 980
0.27749999999999997,AMNH 140334
0.27749999999999997,EOLID:205334
0.27749999999999997,USA 68
0.27749999999999997,USNM 171731
0.27749999999999997,OISE 11
0.27749999999999997,VGOS diftbrmc 6
0.27749999999999997,EOLID:24230
0.27749999999999997,USNM 888672
0.27749999999999997,USNM 188552
0.27749999999999997,AMNH 9516
0.27749999999999997,NHM 1997.724
0.27749999999999997,BMNH 1913.9.16.9
0.27749999999999997,EOLID:13196806
0.27749999999999997,EOLID:14320
0.27749999999999997,EOLID:4495853
0.27749999999999997,EOLID:24535
0.27749999999999997,AMNH 93
0.27749999999999997,USNM 411543
0.27749999999999997,EOLID:2988090
0.27749999999999997,USNM 307255
0.27749999999999997,EOLID:20531544
0.27749999999999997,VOI .
0.27749999999999997,EOLID:225844
0.27749999999999997,AMNH 6341
0.27749999999999997,AMNH 3101
0.27749999999999997,USNM 44940
0.27749999999999997,EOLID:223848
0.27749999999999997,EOLID:10728539
0.27749999999999997,EOLID:57937
0.27749999999999997,EOLID:18843
0.27749999999999997,EOLID:5517337
0.27749999999999997,AMNH LIBRARY 00115428
0.27749999999999997,USNM 604526
0.27749999999999997,FROM ETHIOPIA 13
0.27749999999999997,EOLID:595071
0.27749999999999997,AMNH 62612
0.27749999999999997,USNM PAL 57716
0.27749999999999997,USNM 310961
0.27749999999999997,EOLID:979275
0.27749999999999997,MCZ 100136
0.27749999999999997,EOLID:11049862
0.27749999999999997,SHORTT 1863
0.27749999999999997,EOLID:8947540
0.27749999999999997,USNM PAL 60092
0.27749999999999997,EOLID:61962
0.27749999999999997,EOLID:14657
0.27749999999999997,SMF 96387
0.27749999999999997,USNM 97652
0.27749999999999997,EOLID:1198589
0.27749999999999997,HAFFAKA 2
0.27749999999999997,EOLID:1012937
0.27749999999999997,MCZ 9156
0.27749999999999997,AMNH 5245
0.27749999999999997,MCZ 10016
0.27749999999999997,MNHNP 0.742
0.27749999999999997,AMNH 4570
0.27749999999999997,USNM 97553
0.27749999999999997,EOLID:2920729
0.27749999999999997,ANSP 211688
0.27749999999999997,EOLID:16660
0.27749999999999997,ZMB 11348
